ImportId,qname,qname_main,main,field_no,q_text,q_code,option1,q_type,q_selector
QID16,YD-1_8_TEXT,YD-1,"What Guana Estuary data do you currently use, or have you used in the past? (check all that apply)",NA,Other (please specify),8,TEXT,MC,MAVR
QID17,1_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,1,Request from a GTMNERR staff member by email,1,NA,MC,SAVR
QID17,1_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,1,"Download from website (If so, what website?)",2,NA,MC,SAVR
QID17,1_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,1,Pick-up paper copy in person,3,NA,MC,SAVR
QID17,1_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,1,Other (please specify),4,NA,MC,SAVR
QID17,1_YD-2_2_TEXT,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,1,"Download from website (If so, what website?)",2,TEXT,MC,SAVR
QID17,1_YD-2_4_TEXT,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,1,Other (please specify),4,TEXT,MC,SAVR
QID18,1_YD-3_1,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),1,Easy/convenient to access,1,NA,MC,MAVR
QID18,1_YD-3_2,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),1,Data is received quickly after request,2,NA,MC,MAVR
QID18,1_YD-3_3,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),1,Requesting the data is quick,3,NA,MC,MAVR
QID18,1_YD-3_4,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),1,The format the data are delivered / accessed in is useful,4,NA,MC,MAVR
QID18,1_YD-3_6,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),1,There are no advantages,6,NA,MC,MAVR
QID18,1_YD-3_5,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),1,Other (please specify),5,NA,MC,MAVR
QID18,1_YD-3_5_TEXT,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),1,Other (please specify),5,TEXT,MC,MAVR
QID19,1_YD-4_1,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),1,Difficult/Complicated to access,1,NA,MC,MAVR
QID19,1_YD-4_2,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),1,Slow to receive,2,NA,MC,MAVR
QID19,1_YD-4_3,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),1,Time consuming to request,3,NA,MC,MAVR
QID19,1_YD-4_4,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),1,The format the data are delivered / accessed in is not user-friendly,4,NA,MC,MAVR
QID19,1_YD-4_6,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),1,There are no disadvantages,6,NA,MC,MAVR
QID19,1_YD-4_5,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),1,Other (please specify),5,NA,MC,MAVR
QID19,1_YD-4_5_TEXT,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),1,Other (please specify),5,TEXT,MC,MAVR
QID20,1_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,1,Daily,1,NA,MC,SAVR
QID20,1_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,1,At least once a week,2,NA,MC,SAVR
QID20,1_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,1,2-3 times a month,3,NA,MC,SAVR
QID20,1_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,1,Once a month,4,NA,MC,SAVR
QID20,1_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,1,Once every 6 months,5,NA,MC,SAVR
QID20,1_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,1,Once every year,6,NA,MC,SAVR
QID20,1_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,1,Less than once a year,7,NA,MC,SAVR
QID21,1_YD-6_1,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),1,Research,1,NA,MC,MAVR
QID21,1_YD-6_2,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),1,Educational purposes,2,NA,MC,MAVR
QID21,1_YD-6_3,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),1,Work-related purposes (not research or education),3,NA,MC,MAVR
QID21,1_YD-6_4,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),1,Decision making (for recreational/educational/scientific visits),4,NA,MC,MAVR
QID21,1_YD-6_5,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),1,Monitoring,5,NA,MC,MAVR
QID21,1_YD-6_6,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),1,Other (please specify),6,NA,MC,MAVR
QID21,1_YD-6_6_TEXT,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),1,Other (please specify),6,TEXT,MC,MAVR
QID22,1_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,1,Not well at all,1,NA,MC,SAVR
QID22,1_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,1,Slightly well,2,NA,MC,SAVR
QID22,1_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,1,Moderately well,3,NA,MC,SAVR
QID22,1_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,1,Very well,4,NA,MC,SAVR
QID22,1_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,1,Extremely well,5,NA,MC,SAVR
QID17,2_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,2,Request from a GTMNERR staff member by email,1,NA,MC,SAVR
QID17,2_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,2,"Download from website (If so, what website?)",2,NA,MC,SAVR
QID17,2_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,2,Pick-up paper copy in person,3,NA,MC,SAVR
QID17,2_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,2,Other (please specify),4,NA,MC,SAVR
QID17,2_YD-2_2_TEXT,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,2,"Download from website (If so, what website?)",2,TEXT,MC,SAVR
QID17,2_YD-2_4_TEXT,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,2,Other (please specify),4,TEXT,MC,SAVR
QID18,2_YD-3_1,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),2,Easy/convenient to access,1,NA,MC,MAVR
QID18,2_YD-3_2,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),2,Data is received quickly after request,2,NA,MC,MAVR
QID18,2_YD-3_3,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),2,Requesting the data is quick,3,NA,MC,MAVR
QID18,2_YD-3_4,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),2,The format the data are delivered / accessed in is useful,4,NA,MC,MAVR
QID18,2_YD-3_6,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),2,There are no advantages,6,NA,MC,MAVR
QID18,2_YD-3_5,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),2,Other (please specify),5,NA,MC,MAVR
QID18,2_YD-3_5_TEXT,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),2,Other (please specify),5,TEXT,MC,MAVR
QID19,2_YD-4_1,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),2,Difficult/Complicated to access,1,NA,MC,MAVR
QID19,2_YD-4_2,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),2,Slow to receive,2,NA,MC,MAVR
QID19,2_YD-4_3,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),2,Time consuming to request,3,NA,MC,MAVR
QID19,2_YD-4_4,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),2,The format the data are delivered / accessed in is not user-friendly,4,NA,MC,MAVR
QID19,2_YD-4_6,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),2,There are no disadvantages,6,NA,MC,MAVR
QID19,2_YD-4_5,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),2,Other (please specify),5,NA,MC,MAVR
QID19,2_YD-4_5_TEXT,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),2,Other (please specify),5,TEXT,MC,MAVR
QID20,2_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,2,Daily,1,NA,MC,SAVR
QID20,2_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,2,At least once a week,2,NA,MC,SAVR
QID20,2_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,2,2-3 times a month,3,NA,MC,SAVR
QID20,2_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,2,Once a month,4,NA,MC,SAVR
QID20,2_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,2,Once every 6 months,5,NA,MC,SAVR
QID20,2_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,2,Once every year,6,NA,MC,SAVR
QID20,2_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,2,Less than once a year,7,NA,MC,SAVR
QID21,2_YD-6_1,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),2,Research,1,NA,MC,MAVR
QID21,2_YD-6_2,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),2,Educational purposes,2,NA,MC,MAVR
QID21,2_YD-6_3,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),2,Work-related purposes (not research or education),3,NA,MC,MAVR
QID21,2_YD-6_4,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),2,Decision making (for recreational/educational/scientific visits),4,NA,MC,MAVR
QID21,2_YD-6_5,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),2,Monitoring,5,NA,MC,MAVR
QID21,2_YD-6_6,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),2,Other (please specify),6,NA,MC,MAVR
QID21,2_YD-6_6_TEXT,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),2,Other (please specify),6,TEXT,MC,MAVR
QID22,2_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,2,Not well at all,1,NA,MC,SAVR
QID22,2_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,2,Slightly well,2,NA,MC,SAVR
QID22,2_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,2,Moderately well,3,NA,MC,SAVR
QID22,2_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,2,Very well,4,NA,MC,SAVR
QID22,2_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,2,Extremely well,5,NA,MC,SAVR
QID17,3_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,3,Request from a GTMNERR staff member by email,1,NA,MC,SAVR
QID17,3_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,3,"Download from website (If so, what website?)",2,NA,MC,SAVR
QID17,3_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,3,Pick-up paper copy in person,3,NA,MC,SAVR
QID17,3_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,3,Other (please specify),4,NA,MC,SAVR
QID17,3_YD-2_2_TEXT,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,3,"Download from website (If so, what website?)",2,TEXT,MC,SAVR
QID17,3_YD-2_4_TEXT,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,3,Other (please specify),4,TEXT,MC,SAVR
QID18,3_YD-3_1,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),3,Easy/convenient to access,1,NA,MC,MAVR
QID18,3_YD-3_2,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),3,Data is received quickly after request,2,NA,MC,MAVR
QID18,3_YD-3_3,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),3,Requesting the data is quick,3,NA,MC,MAVR
QID18,3_YD-3_4,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),3,The format the data are delivered / accessed in is useful,4,NA,MC,MAVR
QID18,3_YD-3_6,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),3,There are no advantages,6,NA,MC,MAVR
QID18,3_YD-3_5,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),3,Other (please specify),5,NA,MC,MAVR
QID18,3_YD-3_5_TEXT,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),3,Other (please specify),5,TEXT,MC,MAVR
QID19,3_YD-4_1,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),3,Difficult/Complicated to access,1,NA,MC,MAVR
QID19,3_YD-4_2,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),3,Slow to receive,2,NA,MC,MAVR
QID19,3_YD-4_3,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),3,Time consuming to request,3,NA,MC,MAVR
QID19,3_YD-4_4,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),3,The format the data are delivered / accessed in is not user-friendly,4,NA,MC,MAVR
QID19,3_YD-4_6,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),3,There are no disadvantages,6,NA,MC,MAVR
QID19,3_YD-4_5,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),3,Other (please specify),5,NA,MC,MAVR
QID19,3_YD-4_5_TEXT,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),3,Other (please specify),5,TEXT,MC,MAVR
QID20,3_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,3,Daily,1,NA,MC,SAVR
QID20,3_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,3,At least once a week,2,NA,MC,SAVR
QID20,3_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,3,2-3 times a month,3,NA,MC,SAVR
QID20,3_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,3,Once a month,4,NA,MC,SAVR
QID20,3_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,3,Once every 6 months,5,NA,MC,SAVR
QID20,3_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,3,Once every year,6,NA,MC,SAVR
QID20,3_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,3,Less than once a year,7,NA,MC,SAVR
QID21,3_YD-6_1,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),3,Research,1,NA,MC,MAVR
QID21,3_YD-6_2,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),3,Educational purposes,2,NA,MC,MAVR
QID21,3_YD-6_3,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),3,Work-related purposes (not research or education),3,NA,MC,MAVR
QID21,3_YD-6_4,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),3,Decision making (for recreational/educational/scientific visits),4,NA,MC,MAVR
QID21,3_YD-6_5,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),3,Monitoring,5,NA,MC,MAVR
QID21,3_YD-6_6,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),3,Other (please specify),6,NA,MC,MAVR
QID21,3_YD-6_6_TEXT,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),3,Other (please specify),6,TEXT,MC,MAVR
QID22,3_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,3,Not well at all,1,NA,MC,SAVR
QID22,3_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,3,Slightly well,2,NA,MC,SAVR
QID22,3_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,3,Moderately well,3,NA,MC,SAVR
QID22,3_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,3,Very well,4,NA,MC,SAVR
QID22,3_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,3,Extremely well,5,NA,MC,SAVR
QID17,4_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,4,Request from a GTMNERR staff member by email,1,NA,MC,SAVR
QID17,4_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,4,"Download from website (If so, what website?)",2,NA,MC,SAVR
QID17,4_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,4,Pick-up paper copy in person,3,NA,MC,SAVR
QID17,4_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,4,Other (please specify),4,NA,MC,SAVR
QID17,4_YD-2_2_TEXT,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,4,"Download from website (If so, what website?)",2,TEXT,MC,SAVR
QID17,4_YD-2_4_TEXT,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,4,Other (please specify),4,TEXT,MC,SAVR
QID18,4_YD-3_1,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),4,Easy/convenient to access,1,NA,MC,MAVR
QID18,4_YD-3_2,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),4,Data is received quickly after request,2,NA,MC,MAVR
QID18,4_YD-3_3,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),4,Requesting the data is quick,3,NA,MC,MAVR
QID18,4_YD-3_4,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),4,The format the data are delivered / accessed in is useful,4,NA,MC,MAVR
QID18,4_YD-3_6,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),4,There are no advantages,6,NA,MC,MAVR
QID18,4_YD-3_5,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),4,Other (please specify),5,NA,MC,MAVR
QID18,4_YD-3_5_TEXT,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),4,Other (please specify),5,TEXT,MC,MAVR
QID19,4_YD-4_1,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),4,Difficult/Complicated to access,1,NA,MC,MAVR
QID19,4_YD-4_2,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),4,Slow to receive,2,NA,MC,MAVR
QID19,4_YD-4_3,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),4,Time consuming to request,3,NA,MC,MAVR
QID19,4_YD-4_4,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),4,The format the data are delivered / accessed in is not user-friendly,4,NA,MC,MAVR
QID19,4_YD-4_6,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),4,There are no disadvantages,6,NA,MC,MAVR
QID19,4_YD-4_5,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),4,Other (please specify),5,NA,MC,MAVR
QID19,4_YD-4_5_TEXT,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),4,Other (please specify),5,TEXT,MC,MAVR
QID20,4_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,4,Daily,1,NA,MC,SAVR
QID20,4_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,4,At least once a week,2,NA,MC,SAVR
QID20,4_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,4,2-3 times a month,3,NA,MC,SAVR
QID20,4_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,4,Once a month,4,NA,MC,SAVR
QID20,4_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,4,Once every 6 months,5,NA,MC,SAVR
QID20,4_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,4,Once every year,6,NA,MC,SAVR
QID20,4_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,4,Less than once a year,7,NA,MC,SAVR
QID21,4_YD-6_1,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),4,Research,1,NA,MC,MAVR
QID21,4_YD-6_2,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),4,Educational purposes,2,NA,MC,MAVR
QID21,4_YD-6_3,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),4,Work-related purposes (not research or education),3,NA,MC,MAVR
QID21,4_YD-6_4,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),4,Decision making (for recreational/educational/scientific visits),4,NA,MC,MAVR
QID21,4_YD-6_5,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),4,Monitoring,5,NA,MC,MAVR
QID21,4_YD-6_6,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),4,Other (please specify),6,NA,MC,MAVR
QID21,4_YD-6_6_TEXT,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),4,Other (please specify),6,TEXT,MC,MAVR
QID22,4_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,4,Not well at all,1,NA,MC,SAVR
QID22,4_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,4,Slightly well,2,NA,MC,SAVR
QID22,4_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,4,Moderately well,3,NA,MC,SAVR
QID22,4_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,4,Very well,4,NA,MC,SAVR
QID22,4_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,4,Extremely well,5,NA,MC,SAVR
QID17,5_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,5,Request from a GTMNERR staff member by email,1,NA,MC,SAVR
QID17,5_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,5,"Download from website (If so, what website?)",2,NA,MC,SAVR
QID17,5_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,5,Pick-up paper copy in person,3,NA,MC,SAVR
QID17,5_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,5,Other (please specify),4,NA,MC,SAVR
QID17,5_YD-2_2_TEXT,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,5,"Download from website (If so, what website?)",2,TEXT,MC,SAVR
QID17,5_YD-2_4_TEXT,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,5,Other (please specify),4,TEXT,MC,SAVR
QID18,5_YD-3_1,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),5,Easy/convenient to access,1,NA,MC,MAVR
QID18,5_YD-3_2,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),5,Data is received quickly after request,2,NA,MC,MAVR
QID18,5_YD-3_3,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),5,Requesting the data is quick,3,NA,MC,MAVR
QID18,5_YD-3_4,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),5,The format the data are delivered / accessed in is useful,4,NA,MC,MAVR
QID18,5_YD-3_6,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),5,There are no advantages,6,NA,MC,MAVR
QID18,5_YD-3_5,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),5,Other (please specify),5,NA,MC,MAVR
QID18,5_YD-3_5_TEXT,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),5,Other (please specify),5,TEXT,MC,MAVR
QID19,5_YD-4_1,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),5,Difficult/Complicated to access,1,NA,MC,MAVR
QID19,5_YD-4_2,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),5,Slow to receive,2,NA,MC,MAVR
QID19,5_YD-4_3,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),5,Time consuming to request,3,NA,MC,MAVR
QID19,5_YD-4_4,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),5,The format the data are delivered / accessed in is not user-friendly,4,NA,MC,MAVR
QID19,5_YD-4_6,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),5,There are no disadvantages,6,NA,MC,MAVR
QID19,5_YD-4_5,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),5,Other (please specify),5,NA,MC,MAVR
QID19,5_YD-4_5_TEXT,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),5,Other (please specify),5,TEXT,MC,MAVR
QID20,5_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,5,Daily,1,NA,MC,SAVR
QID20,5_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,5,At least once a week,2,NA,MC,SAVR
QID20,5_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,5,2-3 times a month,3,NA,MC,SAVR
QID20,5_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,5,Once a month,4,NA,MC,SAVR
