ImportId,qname,qname_main,main,field_no,field_name,q_text,q_code,option1,q_type,q_selector
QID16,YD-1_6,YD-1,"What Guana Estuary data do you currently use, or have you used in the past? (check all that apply)",NA,NA,"Information on fish, shellfish or other aquatic organisms",6,NA,MC,MAVR
QID16,YD-1_7,YD-1,"What Guana Estuary data do you currently use, or have you used in the past? (check all that apply)",NA,NA,Information on terrestrial animals,7,NA,MC,MAVR
QID16,YD-1_5,YD-1,"What Guana Estuary data do you currently use, or have you used in the past? (check all that apply)",NA,NA,Information on vegetation (salt marsh or uplands),5,NA,MC,MAVR
QID16,YD-1_4,YD-1,"What Guana Estuary data do you currently use, or have you used in the past? (check all that apply)",NA,NA,Reserve or trail closures,4,NA,MC,MAVR
QID16,YD-1_3,YD-1,"What Guana Estuary data do you currently use, or have you used in the past? (check all that apply)",NA,NA,"Water level information (tides, Guana lake, river)",3,NA,MC,MAVR
QID16,YD-1_2,YD-1,"What Guana Estuary data do you currently use, or have you used in the past? (check all that apply)",NA,NA,Water quality information (including nutrients and algae),2,NA,MC,MAVR
QID16,YD-1_1,YD-1,"What Guana Estuary data do you currently use, or have you used in the past? (check all that apply)",NA,NA,Weather information,1,NA,MC,MAVR
QID16,YD-1_8,YD-1,"What Guana Estuary data do you currently use, or have you used in the past? (check all that apply)",NA,NA,Other (please specify),8,NA,MC,MAVR
QID16,YD-1_8_TEXT,YD-1,"What Guana Estuary data do you currently use, or have you used in the past? (check all that apply)",NA,NA,Other (please specify),8,TEXT,MC,MAVR
QID17,1_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,1,Weather information,Request from a GTMNERR staff member by email,1,NA,MC,SAVR
QID17,1_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,1,Weather information,"Download from website (If so, what website?)",2,NA,MC,SAVR
QID17,1_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,1,Weather information,Pick-up paper copy in person,3,NA,MC,SAVR
QID17,1_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,1,Weather information,Other (please specify),4,NA,MC,SAVR
QID17,1_YD-2_2_TEXT,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,1,Weather information,"Download from website (If so, what website?)",2,TEXT,MC,SAVR
QID17,1_YD-2_4_TEXT,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,1,Weather information,Other (please specify),4,TEXT,MC,SAVR
QID18,1_YD-3_1,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),1,Weather information,Easy/convenient to access,1,NA,MC,MAVR
QID18,1_YD-3_2,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),1,Weather information,Data is received quickly after request,2,NA,MC,MAVR
QID18,1_YD-3_3,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),1,Weather information,Requesting the data is quick,3,NA,MC,MAVR
QID18,1_YD-3_4,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),1,Weather information,The format the data are delivered / accessed in is useful,4,NA,MC,MAVR
QID18,1_YD-3_6,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),1,Weather information,There are no advantages,6,NA,MC,MAVR
QID18,1_YD-3_5,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),1,Weather information,Other (please specify),5,NA,MC,MAVR
QID18,1_YD-3_5_TEXT,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),1,Weather information,Other (please specify),5,TEXT,MC,MAVR
QID19,1_YD-4_1,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),1,Weather information,Difficult/Complicated to access,1,NA,MC,MAVR
QID19,1_YD-4_2,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),1,Weather information,Slow to receive,2,NA,MC,MAVR
QID19,1_YD-4_3,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),1,Weather information,Time consuming to request,3,NA,MC,MAVR
QID19,1_YD-4_4,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),1,Weather information,The format the data are delivered / accessed in is not user-friendly,4,NA,MC,MAVR
QID19,1_YD-4_6,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),1,Weather information,There are no disadvantages,6,NA,MC,MAVR
QID19,1_YD-4_5,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),1,Weather information,Other (please specify),5,NA,MC,MAVR
QID19,1_YD-4_5_TEXT,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),1,Weather information,Other (please specify),5,TEXT,MC,MAVR
QID20,1_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,1,Weather information,Daily,1,NA,MC,SAVR
QID20,1_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,1,Weather information,At least once a week,2,NA,MC,SAVR
QID20,1_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,1,Weather information,2-3 times a month,3,NA,MC,SAVR
QID20,1_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,1,Weather information,Once a month,4,NA,MC,SAVR
QID20,1_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,1,Weather information,Once every 6 months,5,NA,MC,SAVR
QID20,1_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,1,Weather information,Once every year,6,NA,MC,SAVR
QID20,1_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,1,Weather information,Less than once a year,7,NA,MC,SAVR
QID21,1_YD-6_1,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),1,Weather information,Research,1,NA,MC,MAVR
QID21,1_YD-6_2,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),1,Weather information,Educational purposes,2,NA,MC,MAVR
QID21,1_YD-6_3,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),1,Weather information,Work-related purposes (not research or education),3,NA,MC,MAVR
QID21,1_YD-6_4,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),1,Weather information,Decision making (for recreational/educational/scientific visits),4,NA,MC,MAVR
QID21,1_YD-6_5,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),1,Weather information,Monitoring,5,NA,MC,MAVR
QID21,1_YD-6_6,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),1,Weather information,Other (please specify),6,NA,MC,MAVR
QID21,1_YD-6_6_TEXT,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),1,Weather information,Other (please specify),6,TEXT,MC,MAVR
QID22,1_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,1,Weather information,Not well at all,1,NA,MC,SAVR
QID22,1_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,1,Weather information,Slightly well,2,NA,MC,SAVR
QID22,1_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,1,Weather information,Moderately well,3,NA,MC,SAVR
QID22,1_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,1,Weather information,Very well,4,NA,MC,SAVR
QID22,1_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,1,Weather information,Extremely well,5,NA,MC,SAVR
QID17,2_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,2,Water quality information (including nutrients and algae),Request from a GTMNERR staff member by email,1,NA,MC,SAVR
QID17,2_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,2,Water quality information (including nutrients and algae),"Download from website (If so, what website?)",2,NA,MC,SAVR
QID17,2_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,2,Water quality information (including nutrients and algae),Pick-up paper copy in person,3,NA,MC,SAVR
QID17,2_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,2,Water quality information (including nutrients and algae),Other (please specify),4,NA,MC,SAVR
QID17,2_YD-2_2_TEXT,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,2,Water quality information (including nutrients and algae),"Download from website (If so, what website?)",2,TEXT,MC,SAVR
QID17,2_YD-2_4_TEXT,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,2,Water quality information (including nutrients and algae),Other (please specify),4,TEXT,MC,SAVR
QID18,2_YD-3_1,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),2,Water quality information (including nutrients and algae),Easy/convenient to access,1,NA,MC,MAVR
QID18,2_YD-3_2,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),2,Water quality information (including nutrients and algae),Data is received quickly after request,2,NA,MC,MAVR
QID18,2_YD-3_3,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),2,Water quality information (including nutrients and algae),Requesting the data is quick,3,NA,MC,MAVR
QID18,2_YD-3_4,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),2,Water quality information (including nutrients and algae),The format the data are delivered / accessed in is useful,4,NA,MC,MAVR
QID18,2_YD-3_6,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),2,Water quality information (including nutrients and algae),There are no advantages,6,NA,MC,MAVR
QID18,2_YD-3_5,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),2,Water quality information (including nutrients and algae),Other (please specify),5,NA,MC,MAVR
QID18,2_YD-3_5_TEXT,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),2,Water quality information (including nutrients and algae),Other (please specify),5,TEXT,MC,MAVR
QID19,2_YD-4_1,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),2,Water quality information (including nutrients and algae),Difficult/Complicated to access,1,NA,MC,MAVR
QID19,2_YD-4_2,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),2,Water quality information (including nutrients and algae),Slow to receive,2,NA,MC,MAVR
QID19,2_YD-4_3,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),2,Water quality information (including nutrients and algae),Time consuming to request,3,NA,MC,MAVR
QID19,2_YD-4_4,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),2,Water quality information (including nutrients and algae),The format the data are delivered / accessed in is not user-friendly,4,NA,MC,MAVR
QID19,2_YD-4_6,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),2,Water quality information (including nutrients and algae),There are no disadvantages,6,NA,MC,MAVR
QID19,2_YD-4_5,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),2,Water quality information (including nutrients and algae),Other (please specify),5,NA,MC,MAVR
QID19,2_YD-4_5_TEXT,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),2,Water quality information (including nutrients and algae),Other (please specify),5,TEXT,MC,MAVR
QID20,2_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,2,Water quality information (including nutrients and algae),Daily,1,NA,MC,SAVR
QID20,2_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,2,Water quality information (including nutrients and algae),At least once a week,2,NA,MC,SAVR
QID20,2_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,2,Water quality information (including nutrients and algae),2-3 times a month,3,NA,MC,SAVR
QID20,2_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,2,Water quality information (including nutrients and algae),Once a month,4,NA,MC,SAVR
QID20,2_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,2,Water quality information (including nutrients and algae),Once every 6 months,5,NA,MC,SAVR
QID20,2_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,2,Water quality information (including nutrients and algae),Once every year,6,NA,MC,SAVR
QID20,2_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,2,Water quality information (including nutrients and algae),Less than once a year,7,NA,MC,SAVR
QID21,2_YD-6_1,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),2,Water quality information (including nutrients and algae),Research,1,NA,MC,MAVR
QID21,2_YD-6_2,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),2,Water quality information (including nutrients and algae),Educational purposes,2,NA,MC,MAVR
QID21,2_YD-6_3,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),2,Water quality information (including nutrients and algae),Work-related purposes (not research or education),3,NA,MC,MAVR
QID21,2_YD-6_4,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),2,Water quality information (including nutrients and algae),Decision making (for recreational/educational/scientific visits),4,NA,MC,MAVR
QID21,2_YD-6_5,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),2,Water quality information (including nutrients and algae),Monitoring,5,NA,MC,MAVR
QID21,2_YD-6_6,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),2,Water quality information (including nutrients and algae),Other (please specify),6,NA,MC,MAVR
QID21,2_YD-6_6_TEXT,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),2,Water quality information (including nutrients and algae),Other (please specify),6,TEXT,MC,MAVR
QID22,2_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,2,Water quality information (including nutrients and algae),Not well at all,1,NA,MC,SAVR
QID22,2_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,2,Water quality information (including nutrients and algae),Slightly well,2,NA,MC,SAVR
QID22,2_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,2,Water quality information (including nutrients and algae),Moderately well,3,NA,MC,SAVR
QID22,2_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,2,Water quality information (including nutrients and algae),Very well,4,NA,MC,SAVR
QID22,2_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,2,Water quality information (including nutrients and algae),Extremely well,5,NA,MC,SAVR
QID17,3_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,3,"Water level information (tides, Guana lake, river)",Request from a GTMNERR staff member by email,1,NA,MC,SAVR
QID17,3_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,3,"Water level information (tides, Guana lake, river)","Download from website (If so, what website?)",2,NA,MC,SAVR
QID17,3_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,3,"Water level information (tides, Guana lake, river)",Pick-up paper copy in person,3,NA,MC,SAVR
QID17,3_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,3,"Water level information (tides, Guana lake, river)",Other (please specify),4,NA,MC,SAVR
QID17,3_YD-2_2_TEXT,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,3,"Water level information (tides, Guana lake, river)","Download from website (If so, what website?)",2,TEXT,MC,SAVR
QID17,3_YD-2_4_TEXT,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,3,"Water level information (tides, Guana lake, river)",Other (please specify),4,TEXT,MC,SAVR
QID18,3_YD-3_1,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),3,"Water level information (tides, Guana lake, river)",Easy/convenient to access,1,NA,MC,MAVR
QID18,3_YD-3_2,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),3,"Water level information (tides, Guana lake, river)",Data is received quickly after request,2,NA,MC,MAVR
QID18,3_YD-3_3,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),3,"Water level information (tides, Guana lake, river)",Requesting the data is quick,3,NA,MC,MAVR
QID18,3_YD-3_4,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),3,"Water level information (tides, Guana lake, river)",The format the data are delivered / accessed in is useful,4,NA,MC,MAVR
QID18,3_YD-3_6,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),3,"Water level information (tides, Guana lake, river)",There are no advantages,6,NA,MC,MAVR
QID18,3_YD-3_5,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),3,"Water level information (tides, Guana lake, river)",Other (please specify),5,NA,MC,MAVR
QID18,3_YD-3_5_TEXT,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),3,"Water level information (tides, Guana lake, river)",Other (please specify),5,TEXT,MC,MAVR
QID19,3_YD-4_1,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),3,"Water level information (tides, Guana lake, river)",Difficult/Complicated to access,1,NA,MC,MAVR
QID19,3_YD-4_2,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),3,"Water level information (tides, Guana lake, river)",Slow to receive,2,NA,MC,MAVR
QID19,3_YD-4_3,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),3,"Water level information (tides, Guana lake, river)",Time consuming to request,3,NA,MC,MAVR
QID19,3_YD-4_4,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),3,"Water level information (tides, Guana lake, river)",The format the data are delivered / accessed in is not user-friendly,4,NA,MC,MAVR
QID19,3_YD-4_6,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),3,"Water level information (tides, Guana lake, river)",There are no disadvantages,6,NA,MC,MAVR
QID19,3_YD-4_5,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),3,"Water level information (tides, Guana lake, river)",Other (please specify),5,NA,MC,MAVR
QID19,3_YD-4_5_TEXT,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),3,"Water level information (tides, Guana lake, river)",Other (please specify),5,TEXT,MC,MAVR
QID20,3_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,3,"Water level information (tides, Guana lake, river)",Daily,1,NA,MC,SAVR
QID20,3_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,3,"Water level information (tides, Guana lake, river)",At least once a week,2,NA,MC,SAVR
QID20,3_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,3,"Water level information (tides, Guana lake, river)",2-3 times a month,3,NA,MC,SAVR
QID20,3_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,3,"Water level information (tides, Guana lake, river)",Once a month,4,NA,MC,SAVR
QID20,3_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,3,"Water level information (tides, Guana lake, river)",Once every 6 months,5,NA,MC,SAVR
QID20,3_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,3,"Water level information (tides, Guana lake, river)",Once every year,6,NA,MC,SAVR
QID20,3_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,3,"Water level information (tides, Guana lake, river)",Less than once a year,7,NA,MC,SAVR
QID21,3_YD-6_1,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),3,"Water level information (tides, Guana lake, river)",Research,1,NA,MC,MAVR
QID21,3_YD-6_2,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),3,"Water level information (tides, Guana lake, river)",Educational purposes,2,NA,MC,MAVR
QID21,3_YD-6_3,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),3,"Water level information (tides, Guana lake, river)",Work-related purposes (not research or education),3,NA,MC,MAVR
QID21,3_YD-6_4,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),3,"Water level information (tides, Guana lake, river)",Decision making (for recreational/educational/scientific visits),4,NA,MC,MAVR
QID21,3_YD-6_5,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),3,"Water level information (tides, Guana lake, river)",Monitoring,5,NA,MC,MAVR
QID21,3_YD-6_6,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),3,"Water level information (tides, Guana lake, river)",Other (please specify),6,NA,MC,MAVR
QID21,3_YD-6_6_TEXT,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),3,"Water level information (tides, Guana lake, river)",Other (please specify),6,TEXT,MC,MAVR
QID22,3_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,3,"Water level information (tides, Guana lake, river)",Not well at all,1,NA,MC,SAVR
QID22,3_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,3,"Water level information (tides, Guana lake, river)",Slightly well,2,NA,MC,SAVR
QID22,3_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,3,"Water level information (tides, Guana lake, river)",Moderately well,3,NA,MC,SAVR
QID22,3_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,3,"Water level information (tides, Guana lake, river)",Very well,4,NA,MC,SAVR
QID22,3_YD-7,YD-7,How well do Guana Estuary data on [Field-1] generally satisfy your need(s)?,3,"Water level information (tides, Guana lake, river)",Extremely well,5,NA,MC,SAVR
QID17,4_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,4,Reserve or trail closures,Request from a GTMNERR staff member by email,1,NA,MC,SAVR
QID17,4_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,4,Reserve or trail closures,"Download from website (If so, what website?)",2,NA,MC,SAVR
QID17,4_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,4,Reserve or trail closures,Pick-up paper copy in person,3,NA,MC,SAVR
QID17,4_YD-2,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,4,Reserve or trail closures,Other (please specify),4,NA,MC,SAVR
QID17,4_YD-2_2_TEXT,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,4,Reserve or trail closures,"Download from website (If so, what website?)",2,TEXT,MC,SAVR
QID17,4_YD-2_4_TEXT,YD-2,How do you most frequently obtain or access Guana Estuary data on [Field-1]?,4,Reserve or trail closures,Other (please specify),4,TEXT,MC,SAVR
QID18,4_YD-3_1,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),4,Reserve or trail closures,Easy/convenient to access,1,NA,MC,MAVR
QID18,4_YD-3_2,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),4,Reserve or trail closures,Data is received quickly after request,2,NA,MC,MAVR
QID18,4_YD-3_3,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),4,Reserve or trail closures,Requesting the data is quick,3,NA,MC,MAVR
QID18,4_YD-3_4,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),4,Reserve or trail closures,The format the data are delivered / accessed in is useful,4,NA,MC,MAVR
QID18,4_YD-3_6,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),4,Reserve or trail closures,There are no advantages,6,NA,MC,MAVR
QID18,4_YD-3_5,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),4,Reserve or trail closures,Other (please specify),5,NA,MC,MAVR
QID18,4_YD-3_5_TEXT,YD-3,What are the advantages of this primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),4,Reserve or trail closures,Other (please specify),5,TEXT,MC,MAVR
QID19,4_YD-4_1,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),4,Reserve or trail closures,Difficult/Complicated to access,1,NA,MC,MAVR
QID19,4_YD-4_2,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),4,Reserve or trail closures,Slow to receive,2,NA,MC,MAVR
QID19,4_YD-4_3,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),4,Reserve or trail closures,Time consuming to request,3,NA,MC,MAVR
QID19,4_YD-4_4,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),4,Reserve or trail closures,The format the data are delivered / accessed in is not user-friendly,4,NA,MC,MAVR
QID19,4_YD-4_6,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),4,Reserve or trail closures,There are no disadvantages,6,NA,MC,MAVR
QID19,4_YD-4_5,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),4,Reserve or trail closures,Other (please specify),5,NA,MC,MAVR
QID19,4_YD-4_5_TEXT,YD-4,What are the disadvantages of the primary method of accessing or obtaining Guana Estuary data on [Field-1]? (check all that apply),4,Reserve or trail closures,Other (please specify),5,TEXT,MC,MAVR
QID20,4_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,4,Reserve or trail closures,Daily,1,NA,MC,SAVR
QID20,4_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,4,Reserve or trail closures,At least once a week,2,NA,MC,SAVR
QID20,4_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,4,Reserve or trail closures,2-3 times a month,3,NA,MC,SAVR
QID20,4_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,4,Reserve or trail closures,Once a month,4,NA,MC,SAVR
QID20,4_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,4,Reserve or trail closures,Once every 6 months,5,NA,MC,SAVR
QID20,4_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,4,Reserve or trail closures,Once every year,6,NA,MC,SAVR
QID20,4_YD-5,YD-5,How often do/did you access or obtain Guana Estuary data on [Field-1]?,4,Reserve or trail closures,Less than once a year,7,NA,MC,SAVR
QID21,4_YD-6_1,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),4,Reserve or trail closures,Research,1,NA,MC,MAVR
QID21,4_YD-6_2,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),4,Reserve or trail closures,Educational purposes,2,NA,MC,MAVR
QID21,4_YD-6_3,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),4,Reserve or trail closures,Work-related purposes (not research or education),3,NA,MC,MAVR
QID21,4_YD-6_4,YD-6,What do you typically use Guana Estuary data on [Field-1] for? (check all that apply),4,Reserve or trail closures,Decision making (for recreational/educational/scientific visits),4,NA,MC,MAVR
